INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
20103028	2	1	3	28	MakeMaterial12_4	萤石	萤石，会闪烁淡绿色的亮光，一般具很强荧光，可具磷光，用于铸造。	4	225	45	4	40	-1	-1	1	7	4	-1	-1	伴生矿	4	0	2000	-1	0
20103029	2	1	3	29	MakeMaterial12_5	长石	长石，乳白色，但常因含有杂质而被染成黄、褐、浅红、深灰等色，有的还可具有美丽的变彩或晕色，用于铸造。	5	275	55	4	40	-1	-1	1	7	5	-1	-1	伴生矿	5	0	2000	-1	0
20103030	2	1	3	30	MakeMaterial12_6	透辉石	透辉石，可呈现出双重影像，质地奇特。用于铸造。	6	325	65	4	40	-1	-1	1	7	6	-1	-1	伴生矿	6	0	2000	-1	0
20103031	2	1	3	31	MakeMaterial12_7	伊利石	伊利石，产自高原地区，密度大，坚硬，闪烁淡蓝色光芒，用于铸造。	7	375	75	4	40	-1	-1	1	7	7	-1	-1	伴生矿	7	0	2000	-1	0
20103032	2	1	3	32	MakeMaterial12_8	累托石	累托石，闪烁淡紫色光芒，圆润，以淡色为佳，质纯，用于铸造。	8	425	85	4	40	-1	-1	1	7	8	-1	-1	伴生矿	8	0	2000	-1	0
20103033	2	1	3	33	MakeMaterial12_9	蓝石	蓝石，色彩迷人，能辟邪驱魔，使人消除悲哀，增强信心，用于铸造。	9	475	95	4	40	-1	-1	1	7	9	-1	-1	伴生矿	9	0	2000	-1	0
20103034	2	1	3	34	MakeMaterial12_10	浮石	浮石，质硬而松脆，易砸碎，断面租糙有小孔，有的具绢丝样光泽或无，体轻，投入水中，浮而不沉，以体轻、灰白色、浮水者为佳，用于铸造。	10	525	105	4	40	-1	-1	1	7	10	-1	-1	伴生矿	10	0	2000	-1	0
20103035	2	1	3	35	MakeMaterial12_11	凝灰石	凝灰石，强度高、密度高、耐腐蚀、抗冻融，材质极佳，且极其少见，用于铸造。	11	575	115	4	40	-1	-1	1	7	11	-1	-1	伴生矿	11	0	2000	-1	0
20103036	2	1	3	36	MakeMaterial12_12	白虎石	白虎石，以四灵之一的白虎之血化成，据说使用以此铸造之物，会使人灵气昭然，似身绕金灵之气，用于铸造。	12	625	125	4	40	-1	-1	1	7	12	-1	-1	伴生矿	12	0	2000	-1	0
20103037	2	1	3	37	MakeMaterial12_13	辉铜矿石	辉铜矿石，新鲜面铅灰色，风化表面黑色，常带锖色，金属光泽，用于铸造。	1	75	15	4	40	-1	-1	1	7	1	-1	-1	伴生矿	1	0	2000	-1	0
20103038	2	1	3	38	MakeMaterial12_14	团铁矿石	团铁矿石，无色或灰白色，因含杂质而呈浅蓝、浅灰，有光泽，用于铸造。	2	125	25	4	40	-1	-1	1	7	2	-1	-1	伴生矿	2	0	2000	-1	0
20103039	2	1	3	39	MakeMaterial12_15	白锌矿石	白锌矿石，蓝白色，有光泽，具有延展性，用于铸造。	3	175	35	4	40	-1	-1	1	7	3	-1	-1	伴生矿	3	0	2000	-1	0
20103040	2	1	3	40	MakeMaterial12_16	石英石	石英石，呈白色、乳白色、灰白半透明状态，断面具玻璃光泽或脂肪光泽，可高温煆烧，用于铸造。	4	225	45	4	40	-1	-1	1	7	4	-1	-1	伴生矿	4	0	2000	-1	0
20103041	2	1	3	41	MakeMaterial13_1	沸石	沸石，为无色或白色，但可因混入杂质而呈各种浅色，玻璃光泽，具有很大的开放性，用于铸造。	5	275	55	4	40	-1	-1	1	7	5	-1	-1	伴生矿	5	0	2000	-1	0
20103042	2	1	3	42	MakeMaterial15_1	叶蜡石	叶蜡石，由火山凝灰岩经热液蚀变而成，白色，微带浅黄或浅绿色，半透明，玻璃光泽，珍珠状晕彩，用于铸造。	6	325	65	4	40	-1	-1	1	7	6	-1	-1	伴生矿	6	0	2000	-1	0
20103043	2	1	3	43	MakeMaterial13_3	冰洲石	冰洲石，和白云石共生在一起，无色，透明，发出荧光，用于铸造。	7	375	75	4	40	-1	-1	1	7	7	-1	-1	伴生矿	7	0	2000	-1	0
20103044	2	1	3	44	MakeMaterial13_4	辉绿石	辉绿石，含少量橄榄石、黑云母、石英、磷灰石、磁铁矿、钛铁矿，质地均匀、无裂纹，用于铸造。	8	425	85	4	40	-1	-1	1	7	8	-1	-1	伴生矿	8	0	2000	-1	0
20103045	2	1	3	45	MakeMaterial13_5	橄榄石	橄榄石，主要由橄榄石和辉石组成，纯净、透明、无裂纹、具橄榄绿色，用于铸造。	9	475	95	4	40	-1	-1	1	7	9	-1	-1	伴生矿	9	0	2000	-1	0
20103046	2	1	3	46	MakeMaterial13_6	白垩石	白垩石，含有海绵骨针、浮游性有孔虫壳、菊石、箭石、海胆和贝类化石等海生动物的壳，白色或灰色，呈玻璃光泽，泛荧光，用于铸造。	10	525	105	4	40	-1	-1	1	7	10	-1	-1	伴生矿	10	0	2000	-1	0
20103047	2	1	3	47	MakeMaterial13_2	夕线石	夕线石，韧性好，常呈灰白色，但也可以因杂质而呈黄色，棕色，灰绿色等，不透明，有玻璃光泽，用于铸造。	11	575	115	4	40	-1	-1	1	7	11	-1	-1	伴生矿	11	0	2000	-1	0
20103048	2	1	3	48	MakeMaterial13_8	玄武石	玄武石，以四灵之一的玄武之血化成，据说使用以此铸造之物，会使人灵气昭然，似身绕水灵之气，用于铸造。	12	625	125	4	40	-1	-1	1	7	12	-1	-1	伴生矿	12	0	2000	-1	0
20103049	2	1	3	49	MakeMaterial13_7	硫铜矿石	硫铜矿石，呈浅灰色，质软，富有延展性，用于铸造。	1	75	15	4	40	-1	-1	1	7	1	-1	-1	伴生矿	1	0	2000	-1	0
20103050	2	1	3	50	MakeMaterial13_10	褐铁矿石	褐铁矿石，呈黄褐至褐黑色，条痕为黄褐色，半金属光泽，因其较疏松，易于冶炼，因而用于铸造。	2	125	25	4	40	-1	-1	1	7	2	-1	-1	伴生矿	2	0	2000	-1	0
20103051	2	1	3	51	MakeMaterial13_9	石膏石	石膏石，通常为白色、无色或成淡蓝色，低硬度，有较强的加热脱水性，用于铸造。	3	175	35	4	40	-1	-1	1	7	3	-1	-1	伴生矿	3	0	2000	-1	0
20103052	2	1	3	52	MakeMaterial13_11	重晶石	重晶石，显白色、有光泽，也常呈灰色、浅红色、浅黄色，结晶情况相当好的重晶石为透明晶体，用于铸造。	4	225	45	4	40	-1	-1	1	7	4	-1	-1	伴生矿	4	0	2000	-1	0
20103053	2	1	3	53	MakeMaterial13_12	方解石	方解石，玻璃光泽，透明至半透明，普通为白色或无色，用于铸造。	5	275	55	4	40	-1	-1	1	7	5	-1	-1	伴生矿	5	0	2000	-1	0
20103054	2	1	3	54	MakeMaterial13_13	海泡石	海泡石，通常成白、浅灰、浅黄等色，光泽暗淡，韧性强，用于铸造。	6	325	65	4	40	-1	-1	1	7	6	-1	-1	伴生矿	6	0	2000	-1	0
20103055	2	1	3	55	MakeMaterial13_14	方柱石	方柱石，柱状晶体，多位蓝和蓝紫红色，质坚，玻璃光泽，用于铸造。	7	375	75	4	40	-1	-1	1	7	7	-1	-1	伴生矿	7	0	2000	-1	0
20103056	2	1	3	56	MakeMaterial13_15	膨润石	膨润石，显金色、有光泽，不透明，其质易于冶炼，富有延展性，用于铸造。	8	425	85	4	40	-1	-1	1	7	8	-1	-1	伴生矿	8	0	2000	-1	0
20103057	2	1	3	57	MakeMaterial13_16	安山石	安山石，显蓝色、有光泽，也常呈灰色、浅红色、浅黄色，结晶情况相当好的安山石为透明晶体，易于冶炼，用于铸造。	9	475	95	4	40	-1	-1	1	7	9	-1	-1	伴生矿	9	0	2000	-1	0
20103058	2	1	3	58	MakeMaterial15_2	角闪石	角闪石，产自高原寒滩之中，密度大，质地坚硬，闪烁淡蓝紫色光芒，玻璃光泽，用于铸造。	10	525	105	4	40	-1	-1	1	7	10	-1	-1	伴生矿	10	0	2000	-1	0
20103059	2	1	3	59	MakeMaterial15_3	火云石	火云石，质地坚硬、细而有光泽，质细而坚硬，不透明，可雕琢成饰品，也可制成武器，极易冶炼，用于铸造。	11	575	115	4	40	-1	-1	1	7	11	-1	-1	伴生矿	11	0	2000	-1	0
20103060	2	1	3	60	MakeMaterial15_4	青龙石	青龙石，以四灵之一的青龙之血化成，据说使用以此铸造之物，会使人灵气昭然，似身绕木灵之气，用于铸造。	12	625	125	4	40	-1	-1	1	7	12	-1	-1	伴生矿	12	0	2000	-1	0
20103061	2	1	3	61	Merchandise1_1	锻石1级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	1	75	15	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	1	0	2000	-1	0
20103062	2	1	3	62	Merchandise1_1	锻石2级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	2	125	25	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	2	0	2000	-1	0
20103063	2	1	3	63	Merchandise1_1	锻石3级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	3	175	35	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	3	0	2000	-1	0
20103064	2	1	3	64	Merchandise1_1	锻石4级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	4	225	45	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	4	0	2000	-1	0
20103065	2	1	3	65	Merchandise1_1	锻石5级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	5	275	55	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	5	0	2000	-1	0
20103066	2	1	3	66	Merchandise1_1	锻石6级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	6	325	65	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	6	0	2000	-1	0
20103067	2	1	3	67	Merchandise1_1	锻石7级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	7	375	75	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	7	0	2000	-1	0
20103068	2	1	3	68	Merchandise1_1	锻石8级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	8	425	85	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	8	0	2000	-1	0
20103069	2	1	3	69	Merchandise1_1	锻石9级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	9	475	95	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	9	0	2000	-1	0
20103070	2	1	3	70	Merchandise1_1	锻石10级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	10	525	105	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	10	0	2000	-1	0
20103071	2	1	3	71	Merchandise1_1	锻石11级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	11	575	115	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	11	0	2000	-1	0
20103072	2	1	3	72	Merchandise1_1	锻石12级	根据不同配方和打造图，可与矿石、铸铁结合，制造出不同的武器。	12	625	125	4	200	-1	-1	1	-1	-1	-1	-1	铸造锻石	12	0	2000	-1	0
20103073	2	1	3	73	Merchandise1_12	纫革1级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	1	75	15	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	1	0	2000	-1	0
20103074	2	1	3	74	Merchandise1_12	纫革2级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	2	125	25	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	2	0	2000	-1	0
20103075	2	1	3	75	Merchandise1_12	纫革3级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	3	175	35	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	3	0	2000	-1	0
20103076	2	1	3	76	Merchandise1_12	纫革4级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	4	225	45	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	4	0	2000	-1	0
20103077	2	1	3	77	Merchandise1_12	纫革5级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	5	275	55	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	5	0	2000	-1	0
20103078	2	1	3	78	Merchandise1_12	纫革6级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	6	325	65	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	6	0	2000	-1	0
20103079	2	1	3	79	Merchandise1_12	纫革7级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	7	375	75	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	7	0	2000	-1	0
20103080	2	1	3	80	Merchandise1_12	纫革8级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	8	425	85	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	8	0	2000	-1	0
20103081	2	1	3	81	Merchandise1_12	纫革9级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	9	475	95	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	9	0	2000	-1	0
20103082	2	1	3	82	Merchandise1_12	纫革10级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	10	525	105	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	10	0	2000	-1	0
20103083	2	1	3	83	Merchandise1_12	纫革11级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	11	575	115	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	11	0	2000	-1	0
20103084	2	1	3	84	Merchandise1_12	纫革12级	根据不同配方和打造图，可与纺织物、布片结合，制造出不同的防具。	12	625	125	4	200	-1	-1	1	-1	-1	-1	-1	缝纫纫革	12	0	2000	-1	0
20103085	2	1	3	85	Merchandise1_7	炼玉1级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	1	75	15	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	1	0	2000	-1	0
20103086	2	1	3	86	Merchandise1_7	炼玉2级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	2	125	25	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	2	0	2000	-1	0
20103087	2	1	3	87	Merchandise1_7	炼玉3级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	3	175	35	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	3	0	2000	-1	0
20103088	2	1	3	88	Merchandise1_7	炼玉4级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	4	225	45	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	4	0	2000	-1	0
20103089	2	1	3	89	Merchandise1_7	炼玉5级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	5	275	55	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	5	0	2000	-1	0
20103090	2	1	3	90	Merchandise1_7	炼玉6级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	6	325	65	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	6	0	2000	-1	0
20103091	2	1	3	91	Merchandise1_7	炼玉7级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	7	375	75	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	7	0	2000	-1	0
20103092	2	1	3	92	Merchandise1_7	炼玉8级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	8	425	85	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	8	0	2000	-1	0
20103093	2	1	3	93	Merchandise1_7	炼玉9级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	9	475	95	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	9	0	2000	-1	0
20103094	2	1	3	94	Merchandise1_7	炼玉10级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	10	525	105	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	10	0	2000	-1	0
20103095	2	1	3	95	Merchandise1_7	炼玉11级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	11	575	115	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	11	0	2000	-1	0
20103096	2	1	3	96	Merchandise1_7	炼玉12级	根据不同配方和打造图，可与矿石结合，制造出不同的饰品。	12	625	125	4	200	-1	-1	1	-1	-1	-1	-1	工艺炼玉	12	0	2000	-1	0
20103097	2	1	3	97	Merchandise2_11	低级铸铁	根据不同配方和打造图，可与矿石、锻石结合，制造出不同的武器。	1	38	9	4	200	-1	-1	1	-1	-1	-1	-1	铸造碎片	1	0	2000	-1	0
20103098	2	1	3	98	Merchandise2_10	中级铸铁	根据不同配方和打造图，可与矿石、锻石结合，制造出不同的武器。	2	184	46	4	200	-1	-1	1	-1	-1	-1	-1	铸造碎片	2	0	2000	-1	0
20103099	2	1	3	99	Merchandise2_9	高级铸铁	根据不同配方和打造图，可与矿石、锻石结合，制造出不同的武器。	3	554	138	4	200	-1	-1	1	-1	-1	-1	-1	铸造碎片	3	0	2000	-1	0
20103100	2	1	3	100	Merchandise1_4	低级布片	根据不同配方和打造图，可与纺织物、纫革结合，制造出不同的防具。	1	38	9	4	200	-1	-1	1	-1	-1	-1	-1	缝纫布片	1	0	2000	-1	0
20103101	2	1	3	101	Merchandise1_9	中级布片	根据不同配方和打造图，可与纺织物、纫革结合，制造出不同的防具。	2	184	46	4	200	-1	-1	1	-1	-1	-1	-1	缝纫布片	2	0	2000	-1	0
20103102	2	1	3	102	Merchandise4_4	高级布片	根据不同配方和打造图，可与纺织物、纫革结合，制造出不同的防具。	3	554	138	4	200	-1	-1	1	-1	-1	-1	-1	缝纫布片	3	0	2000	-1	0
20103103	2	1	3	103	Drygoods_2	普通布料	可以根据不同时装图样，与线团和染剂结合，制造出不同的时装。#r#G16个#W1~3级的纺织物#G（苎麻、或草棉、或亚麻）#W可通过材料加工技能转化为#G1个#W普通布料。	1	38	9	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	1	0	2000	-1	0
20103104	2	1	3	104	Drygoods_3	优质布料	可以根据不同时装图样，与线团和染剂结合，制造出不同的时装。#r#G22个#W4~6级的纺织物#G（木棉、或黄麻、或云棉）#W可通过材料加工技能转化为#G1个#W优质布料。	2	184	46	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	2	0	2000	-1	0
20103105	2	1	3	105	Drygoods_4	极品布料	可以根据不同时装图样，与线团和染剂结合，制造出不同的时装。#r#G29个#W7~10级的纺织物#G（槿麻、或绒棉、或青麻、或彩棉）#W可通过材料加工技能转化为#G1个#W极品布料。	3	554	138	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	3	0	2000	-1	0
20103106	2	1	3	106	Merchandise5_5	丝线1级	生长在鱼群附近的水草丝线，可以制成#G1级线团#W。#r在#R无量山、剑阁、敦煌、镜湖、嵩山、太湖、西湖、洱海#W钓鱼时有一定几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买线团纺织配方，该配方可将丝线制作成线团。	1	38	9	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	1	0	2000	-1	0
20103107	2	1	3	107	Merchandise5_6	丝线2级	水域中天然而成的柔韧丝线，可以制成#G2级线团#W。#r在#R雁南、龙泉、苍山#W钓鱼时有一定几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买线团纺织配方，该配方可将丝线制作成线团。	2	184	46	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	2	0	2000	-1	0
20103108	2	1	3	108	Merchandise5_7	丝线3级	集水之精华生成的优质丝线，可以制成#G3级线团#W。#r在#R雁北、武夷、石林、草原#W钓鱼时有一定几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买线团纺织配方，该配方可将丝线制作成线团。	3	554	138	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	3	0	2000	-1	0
20103109	2	1	3	109	Merchandise5_9	染料1级	鱼群吞食的色泽鲜艳的水石，研磨后可以制成#G1级染剂#W。#r在#R无量山、剑阁、敦煌、镜湖、嵩山、太湖、西湖、洱海#W钓鱼时有较小几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买染剂调制配方，该配方可将染料制作成染剂。	1	38	9	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	1	0	2000	-1	0
20103110	2	1	3	110	Merchandise5_10	染料2级	鱼鳍上特有的色彩斑斓的磷片，研磨后可以制成#G2级染剂#W。#r在#R雁南、龙泉、苍山#W钓鱼时有较小几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买染剂调制配方，该配方可将染料制作成染剂。	2	184	46	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	2	0	2000	-1	0
20103111	2	1	3	111	Merchandise5_11	染料3级	润物之雨滴落在鱼群之中，日久形成的彩玉，研磨后可以制成#G3级染剂#W。#r在#R雁北、武夷、石林、草原#W钓鱼时有较小几率获得。#r在#G洛阳（155，174）#R材料加工大师冯铸铁#W处购买染剂调制配方，该配方可将染料制作成染剂。	3	554	138	4	80	-1	-1	1	-1	-1	-1	-1	时装材料	3	0	2000	-1	0
20103112	2	1	3	112	Merchandise5_8	线团1级	根据不同时装图样和不同等级的布料，与染剂结合，制造出不同的时装。#r使用材料加工技能可以将#G40个#W1级丝线合成#G1个#W线团1级。	1	38	9	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	1	0	2000	-1	0
20103113	2	1	3	113	Merchandise5_12	线团2级	根据不同时装图样和不同等级的布料，与染剂结合，制造出不同的时装。#r使用材料加工技能可以将#G40个#W2级丝线合成#G1个#W线团2级。	2	184	46	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	2	0	2000	-1	0
20103114	2	1	3	114	Merchandise5_16	线团3级	根据不同时装图样和不同等级的布料，与染剂结合，制造出不同的时装。#r使用材料加工技能可以将#G40个#W3级丝线合成#G1个#W线团3级。	3	554	138	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	3	0	2000	-1	0
20103115	2	1	3	115	Merchandise5_13	染剂1级	根据不同时装图样和不同等级的布料，与线团结合，制造出不同的时装。#r使用材料加工技能可以将#G20个#W1级染料合成#G1个#W染剂1级。	1	38	9	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	1	0	2000	-1	0
20103116	2	1	3	116	Merchandise5_14	染剂2级	根据不同时装图样和不同等级的布料，与线团结合，制造出不同的时装。#r使用材料加工技能可以将#G20个#W2级染料合成#G1个#W染剂2级。	2	184	46	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	2	0	2000	-1	0
20103117	2	1	3	117	Merchandise5_15	染剂3级	根据不同时装图样和不同等级的布料，与线团结合，制造出不同的时装。#r使用材料加工技能可以将#G20个#W3级染料合成#G1个#W染剂3级。	3	554	138	4	200	-1	-1	1	-1	-1	-1	-1	时装材料	3	0	2000	-1	0
20103118	2	1	3	118	Ore_8	昆山矿玉	昆山之玉，昆仑山下出产的软玉，质地柔软，通透亮泽，有灵韵之气，用于铸造和工艺。	9	2375	90	4	40	-1	-1	1	7	9	-1	-1	高级矿石	9	0	2000	-1	0
20103119	2	1	3	119	Ore_12	众生矿石	众生石，斑斓色泽，罗布泊交替盈亏之时经日晒水洗，集天地之气形成，用于铸造和工艺。	10	2625	100	4	40	-1	-1	1	7	10	-1	-1	高级矿石	10	0	2000	-1	0
